ID,Start,End,Speaker,Text,Source
2643,1:19:45,1:19:47,DM,so let's say that that doesn't make sense.,session04-part02.m4a.csv
2644,1:19:48,1:19:48,DM,"Let's just say the strength,",session04-part02.m4a.csv
2645,1:19:48,1:19:49,DM,"well,",session04-part02.m4a.csv
2646,1:19:50,1:19:52,DM,"he can't push you away while you're holding on,",session04-part02.m4a.csv
2647,1:19:52,1:19:53,DM,but he's still going to try and damage.,session04-part02.m4a.csv
2648,1:19:53,1:19:53,Crissdalyn,"All right,",session04-part02.m4a.csv
2649,1:19:54,1:19:54,Crissdalyn,"well,",session04-part02.m4a.csv
2650,1:19:54,1:19:55,Crissdalyn,I'm going to deflect.,session04-part02.m4a.csv
2651,1:19:55,1:19:56,Crissdalyn,Okay.,session04-part02.m4a.csv
2652,1:19:57,1:19:58,Crissdalyn,"six plus eight,",session04-part02.m4a.csv
2653,1:19:58,1:19:59,Crissdalyn,so I...,session04-part02.m4a.csv
2654,1:19:59,1:19:59,Crissdalyn,all of it.,session04-part02.m4a.csv
2655,1:20:00,1:20:00,Crissdalyn,Okay.,session04-part02.m4a.csv
2656,1:20:00,1:20:01,Crissdalyn,Yep.,session04-part02.m4a.csv
2657,1:20:01,1:20:02,Speaker 1,So that was six.,session04-part02.m4a.csv
2658,1:20:02,1:20:02,Speaker 1,Fucking monks.,session04-part02.m4a.csv
2659,1:20:02,1:20:03,Speaker 1,What the hell?,session04-part02.m4a.csv
2660,1:20:04,1:20:06,DM,So fourteen back at him?,session04-part02.m4a.csv
2661,1:20:06,1:20:06,DM,"No,",session04-part02.m4a.csv
2662,1:20:06,1:20:06,DM,"no,",session04-part02.m4a.csv
2663,1:20:06,1:20:06,DM,"no,",session04-part02.m4a.csv
2664,1:20:06,1:20:06,DM,no.,session04-part02.m4a.csv
2665,1:20:06,1:20:08,DM,I'm not gonna use a focus point.,session04-part02.m4a.csv
2666,1:20:08,1:20:08,DM,"Oh,",session04-part02.m4a.csv
2667,1:20:08,1:20:08,DM,okay.,session04-part02.m4a.csv
2668,1:20:08,1:20:10,DM,So you're just negating the damage.,session04-part02.m4a.csv
2669,1:20:10,1:20:10,DM,Yeah.,session04-part02.m4a.csv
2670,1:20:10,1:20:10,DM,Okay.,session04-part02.m4a.csv
2671,1:20:10,1:20:11,DM,Cool.,session04-part02.m4a.csv
2672,1:20:12,1:20:16,DM,And then he's gonna make his second attack on...,session04-part02.m4a.csv
2673,1:20:17,1:20:17,DM,"Yeah,",session04-part02.m4a.csv
2674,1:20:17,1:20:18,DM,it's only...,session04-part02.m4a.csv
2675,1:20:18,1:20:20,DM,You can only attack her because he's grappled by her.,session04-part02.m4a.csv
2676,1:20:21,1:20:21,DM,He's got ranged attacks.,session04-part02.m4a.csv
2677,1:20:22,1:20:23,Crissdalyn,He has daggers.,session04-part02.m4a.csv
2678,1:20:23,1:20:26,DM,Can you make a ranged attack from a grapple?,session04-part02.m4a.csv
2679,1:20:26,1:20:27,DM,"I mean,",session04-part02.m4a.csv
2680,1:20:27,1:20:28,DM,It doesn't say you can't.,session04-part02.m4a.csv
2681,1:20:29,1:20:29,Speaker 1,Fair enough.,session04-part02.m4a.csv
2682,1:20:30,1:20:30,DM,"I mean,",session04-part02.m4a.csv
2683,1:20:31,1:20:32,DM,it just says his movement speed is zero.,session04-part02.m4a.csv
2684,1:20:33,1:20:33,DM,Yeah.,session04-part02.m4a.csv
2685,1:20:33,1:20:33,Jean Claude,"And honestly,",session04-part02.m4a.csv
2686,1:20:34,1:20:34,Jean Claude,"I guess,",session04-part02.m4a.csv
2687,1:20:34,1:20:34,Jean Claude,"like,",session04-part02.m4a.csv
2688,1:20:34,1:20:35,Jean Claude,"depending on how you're holding,",session04-part02.m4a.csv
2689,1:20:35,1:20:36,Jean Claude,"as long as he has,",session04-part02.m4a.csv
2690,1:20:36,1:20:36,Jean Claude,"like,",session04-part02.m4a.csv
2691,1:20:36,1:20:37,Jean Claude,"one arm,",session04-part02.m4a.csv
2692,1:20:37,1:20:38,Jean Claude,"even half free,",session04-part02.m4a.csv
2693,1:20:38,1:20:40,Jean Claude,he can flick at the wrist or something.,session04-part02.m4a.csv
2694,1:20:40,1:20:40,Jean Claude,Yeah.,session04-part02.m4a.csv
2695,1:20:41,1:20:42,DM,Right.,session04-part02.m4a.csv
2696,1:20:43,1:20:45,DM,"The second attack he makes is a nat one,",session04-part02.m4a.csv
2697,1:20:45,1:20:46,DM,so that's going to miss you.,session04-part02.m4a.csv
2698,1:20:46,1:20:47,Crissdalyn,Makes sense.,session04-part02.m4a.csv
2699,1:20:47,1:20:48,Crissdalyn,His arms are kind of pinned a little.,session04-part02.m4a.csv
2700,1:20:48,1:20:48,Crissdalyn,"Yep,",session04-part02.m4a.csv
2701,1:20:48,1:20:49,Crissdalyn,yep.,session04-part02.m4a.csv
2702,1:20:50,1:20:54,DM,And then he's going to use his daggers now for the other attacks.,session04-part02.m4a.csv
2703,1:20:54,1:20:55,DM,"One of them is coming at you,",session04-part02.m4a.csv
2704,1:20:55,1:20:55,DM,Perrin.,session04-part02.m4a.csv
2705,1:20:57,1:20:57,Jean Claude,It is.,session04-part02.m4a.csv
2706,1:20:58,1:21:00,Jean Claude,"Dagger range is 20 and 60,",session04-part02.m4a.csv
2707,1:21:00,1:21:00,Jean Claude,right?,session04-part02.m4a.csv
2708,1:21:01,1:21:02,DM,Or 10?,session04-part02.m4a.csv
2709,1:21:02,1:21:03,DM,This is 60 and 180.,session04-part02.m4a.csv
2710,1:21:04,1:21:05,Jean Claude,"Oh,",session04-part02.m4a.csv
2711,1:21:05,1:21:05,Jean Claude,holy shit.,session04-part02.m4a.csv
2712,1:21:05,1:21:06,Jean Claude,Never mind.,session04-part02.m4a.csv
2713,1:21:07,1:21:07,Speaker 1,Wow.,session04-part02.m4a.csv
2714,1:21:07,1:21:08,Speaker 1,60.,session04-part02.m4a.csv
2715,1:21:08,1:21:08,Speaker 1,"That's,",session04-part02.m4a.csv
2716,1:21:08,1:21:09,DM,yeah.,session04-part02.m4a.csv
2717,1:21:09,1:21:10,DM,I have a stat block here.,session04-part02.m4a.csv
2718,1:21:11,1:21:11,DM,"Yeah,",session04-part02.m4a.csv
2719,1:21:11,1:21:11,DM,"no,",session04-part02.m4a.csv
2720,1:21:11,1:21:11,DM,"no,",session04-part02.m4a.csv
2721,1:21:11,1:21:12,DM,I'm not questioning it.,session04-part02.m4a.csv
2722,1:21:12,1:21:14,DM,"You're saying he doesn't have line of sight on me,",session04-part02.m4a.csv
2723,1:21:14,1:21:14,DM,right?,session04-part02.m4a.csv
2724,1:21:15,1:21:15,DM,"He does,",session04-part02.m4a.csv
2725,1:21:15,1:21:15,DM,"yeah,",session04-part02.m4a.csv
2726,1:21:15,1:21:16,DM,"but you can hear the drum,",session04-part02.m4a.csv
2727,1:21:16,1:21:18,DM,so let's say...,session04-part02.m4a.csv
2728,1:21:18,1:21:19,DM,You can penetrate through the boxes.,session04-part02.m4a.csv
2729,1:21:19,1:21:24,DM,I'm going to say it's a plus five to your AC because of the coverage.,session04-part02.m4a.csv
2730,1:21:24,1:21:24,DM,"Sure,",session04-part02.m4a.csv
2731,1:21:24,1:21:24,DM,sure.,session04-part02.m4a.csv
2732,1:21:25,1:21:26,DM,And he didn't roll well.,session04-part02.m4a.csv
2733,1:21:26,1:21:31,DM,So this is a 21 is his total.,session04-part02.m4a.csv
2734,1:21:31,1:21:31,DM,Which one would you add?,session04-part02.m4a.csv
2735,1:21:32,1:21:36,DM,And then add plus 5 to your AC for your total total.,session04-part02.m4a.csv
2736,1:21:38,1:21:41,Perrin,So that's a 22 for my AC.,session04-part02.m4a.csv
2737,1:21:41,1:21:41,DM,Yeah.,session04-part02.m4a.csv
2738,1:21:42,1:21:45,DM,"You hear the arrow just or not the arrow,",session04-part02.m4a.csv
2739,1:21:45,1:21:51,DM,the dagger penetrate and there's just a little bit of dust and stuff comes off the barrel near you.,session04-part02.m4a.csv
2740,1:21:51,1:21:54,Perrin,I see the point of it in the barrel in front of me.,session04-part02.m4a.csv
2741,1:21:54,1:21:55,DM,And then it just disappears.,session04-part02.m4a.csv
2742,1:21:56,1:21:58,DM,and he's going to make his second attack now.,session04-part02.m4a.csv
2743,1:21:58,1:21:59,DM,"This one's coming at you,",session04-part02.m4a.csv
2744,1:21:59,1:21:59,DM,Delmar.,session04-part02.m4a.csv
2745,1:22:00,1:22:00,DM,"Fucking Christ,",session04-part02.m4a.csv
2746,1:22:01,1:22:02,DM,this guy sucks.,session04-part02.m4a.csv
2747,1:22:03,1:22:04,DM,That's a miss.,session04-part02.m4a.csv
2748,1:22:05,1:22:08,DM,Another dagger fails past you.,session04-part02.m4a.csv
2749,1:22:09,1:22:12,DM,And that's it for his go.,session04-part02.m4a.csv
2750,1:22:18,1:22:18,Speaker 1,"Boy,",session04-part02.m4a.csv
2751,1:22:19,1:22:19,Speaker 1,that grapple is tricky.,session04-part02.m4a.csv
2752,1:22:23,1:22:27,DM,And did I try and break it this turn?,session04-part02.m4a.csv
2753,1:22:27,1:22:27,DM,Mm-hmm.,session04-part02.m4a.csv
2754,1:22:27,1:22:28,DM,I rolled a nat 20.,session04-part02.m4a.csv
2755,1:22:28,1:22:28,DM,"Yeah,",session04-part02.m4a.csv
2756,1:22:28,1:22:29,DM,you did.,session04-part02.m4a.csv
2757,1:22:29,1:22:29,DM,All right.,session04-part02.m4a.csv
2758,1:22:29,1:22:30,DM,That's it for his go.,session04-part02.m4a.csv
2759,1:22:33,1:22:33,DM,"Delmar,",session04-part02.m4a.csv
2760,1:22:33,1:22:33,DM,you're up.,session04-part02.m4a.csv
2761,1:22:39,1:22:40,Crissdalyn,What's his level out of curiosity?,session04-part02.m4a.csv
2762,1:22:41,1:22:42,DM,His CR is 14.,session04-part02.m4a.csv
2763,1:22:47,1:22:47,Speaker 1,Nice.,session04-part02.m4a.csv
2764,1:22:47,1:22:47,Speaker 1,Yeah.,session04-part02.m4a.csv
2765,1:22:48,1:22:49,Crissdalyn,I'm taking zero damage from him.,session04-part02.m4a.csv
2766,1:22:50,1:22:50,DM,Yep.,session04-part02.m4a.csv
2767,1:22:51,1:22:52,DM,Grapples really help you out.,session04-part02.m4a.csv
2768,1:22:56,1:23:52,Delmar,and you should not have just said that to me that was a poor tactical decision that's what we call poking the bear yeah uh i think he's more of an otter actually you'll see me tumble out of the chair or a twink dance right in uh for 25 movement and i'm gonna go rapier again um but do i get a what you're gonna rape them yeah rapier or rapier i pull my dick out and say that's just part of it goes um uh uh uh wait hold on so i still have i still have a regular roll to hit but what do i damn no so it's,session04-part02.m4a.csv
2769,1:23:52,1:24:09,Delmar,a plus seven with my so it's plus seven to hit with my rapier i don't add anything additional to that correct correct just all right um okay And do I roll at advantage because he's grappled?,session04-part02.m4a.csv
2770,1:24:10,1:24:10,Delmar,Yep.,session04-part02.m4a.csv
2771,1:24:11,1:24:12,Delmar,I do roll at advantage because he's grappled.,session04-part02.m4a.csv
2772,1:24:12,1:24:12,Delmar,"I mean,",session04-part02.m4a.csv
2773,1:24:12,1:24:12,Delmar,he can't move.,session04-part02.m4a.csv
2774,1:24:14,1:24:14,Speaker 1,That's cocked.,session04-part02.m4a.csv
2775,1:24:16,1:24:17,Speaker 1,That might do it.,session04-part02.m4a.csv
2776,1:24:19,1:24:19,Delmar,I did.,session04-part02.m4a.csv
2777,1:24:20,1:24:20,Delmar,16 plus 7.,session04-part02.m4a.csv
2778,1:24:20,1:24:21,Delmar,I'm fixing this for you.,session04-part02.m4a.csv
2779,1:24:21,1:24:22,Delmar,Please do.,session04-part02.m4a.csv
2780,1:24:23,1:24:25,Delmar,I don't like the fact that I've been cocked so much.,session04-part02.m4a.csv
2781,1:24:25,1:24:25,Delmar,Yep.,session04-part02.m4a.csv
2782,1:24:27,1:24:29,Perrin,I might as well just use it as a dice holder at this point.,session04-part02.m4a.csv
2783,1:24:30,1:24:31,Perrin,I've just stopped using them entirely.,session04-part02.m4a.csv
2784,1:24:33,1:24:36,Perrin,Use them as like an organizer and then roll on the...,session04-part02.m4a.csv
2785,1:24:36,1:24:36,Delmar,23 to hit him.,session04-part02.m4a.csv
2786,1:24:37,1:24:37,Delmar,23 hits him.,session04-part02.m4a.csv
2787,1:24:38,1:24:39,Delmar,Because it's 16 plus 7.,session04-part02.m4a.csv
2788,1:24:39,1:24:39,Delmar,Yep.,session04-part02.m4a.csv
2789,1:24:42,1:24:42,Delmar,I don't know.,session04-part02.m4a.csv
2790,1:24:42,1:24:44,Delmar,"I've been stubborn about it and I'm just like,",session04-part02.m4a.csv
2791,1:24:44,1:24:44,Delmar,"well,",session04-part02.m4a.csv
2792,1:24:44,1:24:46,Delmar,"it's nice for you to give it to us and I'm like,",session04-part02.m4a.csv
2793,1:24:47,1:24:47,Delmar,"I'm trying to use it,",session04-part02.m4a.csv
2794,1:24:47,1:24:48,Delmar,"but at this point,",session04-part02.m4a.csv
2795,1:24:48,1:24:48,Delmar,yeah.,session04-part02.m4a.csv
2796,1:24:49,1:24:50,Delmar,They're kind of garbage at this point.,session04-part02.m4a.csv
2797,1:24:50,1:24:51,Delmar,They kind of pop up and...,session04-part02.m4a.csv
2798,1:24:52,1:24:52,Delmar,Yeah.,session04-part02.m4a.csv
2799,1:24:52,1:24:52,Delmar,"All right,",session04-part02.m4a.csv
2800,1:24:52,1:24:53,Delmar,so 23 to hit.,session04-part02.m4a.csv
2801,1:24:53,1:24:54,DM,That hits.,session04-part02.m4a.csv
2802,1:24:54,1:24:54,DM,Roll damage.,session04-part02.m4a.csv
2803,1:24:55,1:24:55,DM,Thank you.,session04-part02.m4a.csv
2804,1:24:56,1:24:56,Speaker 1,I mean...,session04-part02.m4a.csv
2805,1:24:57,1:24:58,DM,"And he has a reaction,",session04-part02.m4a.csv
2806,1:24:58,1:25:00,DM,but he is too drunk to use it right now.,session04-part02.m4a.csv
2807,1:25:00,1:25:01,DM,"Okay,",session04-part02.m4a.csv
2808,1:25:01,1:25:03,Delmar,so I want...,session04-part02.m4a.csv
2809,1:25:04,1:25:06,Delmar,So how does sneak attack work with this?,session04-part02.m4a.csv
2810,1:25:06,1:25:08,Delmar,Because I think it's an extra 2d6.,session04-part02.m4a.csv
2811,1:25:09,1:25:09,Delmar,Yep.,session04-part02.m4a.csv
2812,1:25:10,1:25:10,Delmar,Okay.,session04-part02.m4a.csv
2813,1:25:10,1:25:12,Delmar,Of the same damage type of the weapon that you're using.,session04-part02.m4a.csv
2814,1:25:12,1:25:13,Delmar,So this would be piercing.,session04-part02.m4a.csv
2815,1:25:14,1:25:16,Delmar,So that's 1d8 plus 5.,session04-part02.m4a.csv
2816,1:25:17,1:25:19,Delmar,So d8.,session04-part02.m4a.csv
2817,1:25:21,1:25:23,Delmar,"That's 6 plus 5,",session04-part02.m4a.csv
2818,1:25:23,1:25:23,Delmar,which is 11.,session04-part02.m4a.csv
2819,1:25:24,1:25:28,Delmar,And then I do an additional 2d6.,session04-part02.m4a.csv
2820,1:25:33,1:25:38,Delmar,That's nine No additional plus Wait what?,session04-part02.m4a.csv
2821,1:25:38,1:25:40,Delmar,Oh no additional plus you said?,session04-part02.m4a.csv
2822,1:25:40,1:25:43,Delmar,Correct Okay so that's just So the first one was What did I say?,session04-part02.m4a.csv
2823,1:25:43,1:25:59,Delmar,"Seven Or eleven Eleven plus nine So that's twenty points of damage Shuttle Twenty Big hit Okay And then I'll disengage for free And then bonus action to Back up again With that hit,",session04-part02.m4a.csv
2824,1:25:59,1:26:00,DM,you've drawn some blood.,session04-part02.m4a.csv
2825,1:26:03,1:26:05,DM,"That was with your rapier,",session04-part02.m4a.csv
2826,1:26:05,1:26:05,DM,yeah?,session04-part02.m4a.csv
2827,1:26:05,1:26:05,DM,Yep.,session04-part02.m4a.csv
2828,1:26:06,1:26:07,DM,"You get him right through the shoulder,",session04-part02.m4a.csv
2829,1:26:07,1:26:09,DM,and he's not able to dodge it.,session04-part02.m4a.csv
2830,1:26:10,1:26:13,DM,"Krystal steps out of the way real quick as the rapier pierces his shoulder,",session04-part02.m4a.csv
2831,1:26:14,1:26:15,DM,"and he almost hits her,",session04-part02.m4a.csv
2832,1:26:15,1:26:16,DM,but she manages to...,session04-part02.m4a.csv
2833,1:26:18,1:26:20,DM,Is that everything for your turn?,session04-part02.m4a.csv
2834,1:26:20,1:26:21,Speaker 1,Mm-hmm.,session04-part02.m4a.csv
2835,1:26:21,1:26:21,Speaker 1,All right.,session04-part02.m4a.csv
2836,1:26:22,1:26:22,Speaker 1,"Krystal,",session04-part02.m4a.csv
2837,1:26:22,1:26:23,Speaker 1,you're up.,session04-part02.m4a.csv
2838,1:26:24,1:26:25,DM,"Oh,",session04-part02.m4a.csv
2839,1:26:25,1:26:25,DM,"I'm sorry,",session04-part02.m4a.csv
2840,1:26:25,1:26:25,DM,actually.,session04-part02.m4a.csv
2841,1:26:26,1:26:26,DM,One second.,session04-part02.m4a.csv
2842,1:26:27,1:26:29,DM,He's going to use a legendary action after your turn.,session04-part02.m4a.csv
2843,1:26:30,1:26:32,DM,"He's making one attack with his dagger,",session04-part02.m4a.csv
2844,1:26:33,1:26:33,DM,causing it...,session04-part02.m4a.csv
2845,1:26:36,1:26:36,Speaker 1,"How far away are you,",session04-part02.m4a.csv
2846,1:26:36,1:26:37,Speaker 1,Fred?,session04-part02.m4a.csv
2847,1:26:38,1:26:38,Delmar,I am now...,session04-part02.m4a.csv
2848,1:26:38,1:26:39,Delmar,"It should be 25,",session04-part02.m4a.csv
2849,1:26:39,1:26:40,Delmar,"5,",session04-part02.m4a.csv
2850,1:26:40,1:26:40,Delmar,"10,",session04-part02.m4a.csv
2851,1:26:40,1:26:40,Delmar,"15,",session04-part02.m4a.csv
2852,1:26:40,1:26:41,Delmar,"20,",session04-part02.m4a.csv
2853,1:26:41,1:26:41,Delmar,"25,",session04-part02.m4a.csv
2854,1:26:41,1:26:41,Delmar,30.,session04-part02.m4a.csv
2855,1:26:42,1:26:42,Delmar,"Oh,",session04-part02.m4a.csv
2856,1:26:42,1:26:42,Delmar,"wait,",session04-part02.m4a.csv
2857,1:26:42,1:26:42,Delmar,no.,session04-part02.m4a.csv
2858,1:26:42,1:26:43,Delmar,I'm here.,session04-part02.m4a.csv
2859,1:26:43,1:26:43,Speaker 1,30.,session04-part02.m4a.csv
2860,1:26:44,1:26:44,Speaker 1,30?,session04-part02.m4a.csv
2861,1:26:44,1:26:44,Speaker 1,Yeah.,session04-part02.m4a.csv
2862,1:26:44,1:26:49,DM,That would be a 19 to hit.,session04-part02.m4a.csv
2863,1:26:49,1:26:49,DM,Hits.,session04-part02.m4a.csv
2864,1:26:50,1:26:50,DM,Cool.,session04-part02.m4a.csv
2865,1:26:51,1:26:52,DM,"So,",session04-part02.m4a.csv
2866,1:26:52,1:26:52,DM,8.,session04-part02.m4a.csv
2867,1:26:53,1:26:53,DM,"Actually,",session04-part02.m4a.csv
2868,1:26:53,1:26:54,DM,I'll...,session04-part02.m4a.csv
2869,1:26:54,1:26:54,DM,"So,",session04-part02.m4a.csv
2870,1:26:54,1:26:56,DM,it's a d4 plus...,session04-part02.m4a.csv
2871,1:26:58,1:26:59,DM,Seven and...,session04-part02.m4a.csv
2872,1:27:02,1:27:10,DM,So seven bludgeoning and a total of seven piercing.,session04-part02.m4a.csv
2873,1:27:11,1:27:12,Speaker 1,"Or seven force damage,",session04-part02.m4a.csv
2874,1:27:12,1:27:12,Speaker 1,my mistake.,session04-part02.m4a.csv
2875,1:27:12,1:27:14,DM,So 14 total?,session04-part02.m4a.csv
2876,1:27:14,1:27:14,DM,Yep.,session04-part02.m4a.csv
2877,1:27:16,1:27:18,DM,And that's...,session04-part02.m4a.csv
2878,1:27:18,1:27:18,DM,"Oh,",session04-part02.m4a.csv
2879,1:27:18,1:27:18,DM,yeah.,session04-part02.m4a.csv
2880,1:27:19,1:27:20,DM,"Chrislyn,",session04-part02.m4a.csv
2881,1:27:20,1:27:20,DM,you're up now.,session04-part02.m4a.csv
2882,1:27:21,1:27:22,Speaker 1,All right.,session04-part02.m4a.csv
2883,1:27:22,1:27:23,Crissdalyn,First hit.,session04-part02.m4a.csv
2884,1:27:24,1:27:24,Crissdalyn,Hits.,session04-part02.m4a.csv
2885,1:27:27,1:27:29,Crissdalyn,"where's my other defense 5,",session04-part02.m4a.csv
2886,1:27:32,1:27:32,Crissdalyn,"6,",session04-part02.m4a.csv
2887,1:27:32,1:27:33,Crissdalyn,"7,",session04-part02.m4a.csv
2888,1:27:33,1:27:58,Crissdalyn,8 so 13 damage on the first hit okay I'm going to use a focus point for my flurry of blows second attack well second attack I didn't even have to roll the second one the second attack hits okay and the third whiffs.,session04-part02.m4a.csv
2889,1:27:58,1:27:59,Speaker 1,Okay.,session04-part02.m4a.csv
2890,1:28:00,1:28:01,Speaker 1,Alright.,session04-part02.m4a.csv
2891,1:28:02,1:28:02,DM,Yeah.,session04-part02.m4a.csv
2892,1:28:04,1:28:05,DM,"You have been learning,",session04-part02.m4a.csv
2893,1:28:05,1:28:05,DM,Apprentice.,session04-part02.m4a.csv
2894,1:28:05,1:28:06,DM,I am proud.,session04-part02.m4a.csv
2895,1:28:07,1:28:15,DM,This is always good to see that your student has almost surpassed their master.,session04-part02.m4a.csv
2896,1:28:16,1:28:17,DM,What do you mean almost?,session04-part02.m4a.csv
2897,1:28:19,1:28:20,DM,Is that the end of your turn?,session04-part02.m4a.csv
2898,1:28:20,1:28:20,DM,It is.,session04-part02.m4a.csv
2899,1:28:20,1:28:24,DM,He is going to use a legendary action to use his downburst.,session04-part02.m4a.csv
2900,1:28:25,1:28:27,Crissdalyn,I thought you were going to take my last bite.,session04-part02.m4a.csv
2901,1:28:27,1:28:27,DM,No!,session04-part02.m4a.csv
2902,1:28:27,1:28:29,DM,It's only you within 10 feet of him.,session04-part02.m4a.csv
2903,1:28:29,1:28:29,DM,"It is,",session04-part02.m4a.csv
2904,1:28:29,1:28:30,DM,yeah.,session04-part02.m4a.csv
2905,1:28:30,1:28:30,DM,Okay.,session04-part02.m4a.csv
2906,1:28:30,1:28:37,DM,So he's going to attempt to launch himself up into the air and break your grapple.,session04-part02.m4a.csv
2907,1:28:37,1:28:45,DM,So it is a DC 19 strength save that you have to make or be pushed back and the grapple broken.,session04-part02.m4a.csv
2908,1:28:45,1:28:46,DM,I did not succeed.,session04-part02.m4a.csv
2909,1:28:47,1:28:47,DM,"Okay,",session04-part02.m4a.csv
2910,1:28:47,1:28:47,DM,yeah.,session04-part02.m4a.csv
2911,1:28:47,1:28:48,DM,He's freed himself.,session04-part02.m4a.csv
2912,1:28:49,1:28:51,DM,"So he launches himself up into the air,",session04-part02.m4a.csv
2913,1:28:51,1:28:57,DM,and he's going to be doing 2d8 damage to you.,session04-part02.m4a.csv
2914,1:29:03,1:29:04,Speaker 1,Good roll.,session04-part02.m4a.csv
2915,1:29:04,1:29:05,DM,"10 bloods and damage,",session04-part02.m4a.csv
2916,1:29:06,1:29:08,DM,and you're pushed 10 feet and knocked from.,session04-part02.m4a.csv
2917,1:29:09,1:29:10,Speaker 1,That's off the roof.,session04-part02.m4a.csv
2918,1:29:13,1:29:14,DM,If only you had wings.,session04-part02.m4a.csv
2919,1:29:15,1:29:15,DM,If only.,session04-part02.m4a.csv
2920,1:29:15,1:29:16,Speaker 1,Or a feather fall.,session04-part02.m4a.csv
2921,1:29:16,1:29:17,Crissdalyn,"I have a feather fall,",session04-part02.m4a.csv
2922,1:29:17,1:29:18,Crissdalyn,actually.,session04-part02.m4a.csv
2923,1:29:18,1:29:19,Crissdalyn,"Well,",session04-part02.m4a.csv
2924,1:29:20,1:29:20,Crissdalyn,"a slow fall,",session04-part02.m4a.csv
2925,1:29:20,1:29:20,Crissdalyn,but yes.,session04-part02.m4a.csv
2926,1:29:21,1:29:45,DM,yeah that's um unfortunately how far well feels almost karmic knock back 10 feet off the roof i would like to say that i feel bad about that but i don't i have slow fall there you go how far up were we uh it's not super high it's like a two-story building it's one or two stories it's um two stories yeah okay um well mechanically speaking Delmar is very bloody right now.,session04-part02.m4a.csv
2927,1:29:46,1:29:46,Delmar,Yeah.,session04-part02.m4a.csv
2928,1:29:48,1:29:51,DM,And so that is his legendary action.,session04-part02.m4a.csv
2929,1:29:52,1:29:52,DM,"Perrin,",session04-part02.m4a.csv
2930,1:29:52,1:29:52,DM,you're up.,session04-part02.m4a.csv
2931,1:29:54,1:29:56,Perrin,"I don't have a Spotify account anymore,",session04-part02.m4a.csv
2932,1:29:56,1:29:57,Perrin,so I can't get to that.,session04-part02.m4a.csv
2933,1:29:57,1:29:57,Perrin,"Oh,",session04-part02.m4a.csv
2934,1:29:57,1:29:58,DM,no worries.,session04-part02.m4a.csv
2935,1:29:58,1:29:58,DM,No worries.,session04-part02.m4a.csv
2936,1:30:28,1:30:28,Speaker 1,"Well,",session04-part02.m4a.csv
2937,1:30:29,1:30:30,Perrin,Just trying to get that going.,session04-part03.m4a.csv
2938,1:30:30,1:30:31,Perrin,"Sorry,",session04-part03.m4a.csv
2939,1:30:31,1:30:32,Perrin,I was a little caught up in it.,session04-part03.m4a.csv
2940,1:30:32,1:30:33,Perrin,"So,",session04-part03.m4a.csv
2941,1:30:33,1:30:36,Perrin,can you recap the last five seconds?,session04-part03.m4a.csv
2942,1:30:36,1:30:40,DM,He launched himself up into the air and knocked Crissdalynn off the roof slightly.,session04-part03.m4a.csv
2943,1:30:40,1:30:42,Crissdalyn,I got free of my grapple.,session04-part03.m4a.csv
2944,1:30:43,1:30:44,Perrin,Interesting.,session04-part03.m4a.csv
2945,1:30:47,1:30:53,Perrin,"I am probably close enough to do Cure Wounds on the Admiral,",session04-part03.m4a.csv
2946,1:30:53,1:30:54,Perrin,who I think is still...,session04-part03.m4a.csv
2947,1:30:54,1:30:56,DM,I think I took 10 bludgeoning.,session04-part03.m4a.csv
2948,1:30:58,1:31:00,Perrin,Let me just look up my definitions.,session04-part03.m4a.csv
2949,1:31:01,1:31:02,Perrin,10 blood-killing damage.,session04-part03.m4a.csv
2950,1:31:02,1:31:04,Perrin,I'm at 17.,session04-part03.m4a.csv
2951,1:31:05,1:31:06,DM,I'm going to...,session04-part03.m4a.csv
2952,1:31:07,1:31:08,Perrin,"Bonus action,",session04-part03.m4a.csv
2953,1:31:08,1:31:09,Perrin,"healing words,",session04-part03.m4a.csv
2954,1:31:10,1:31:12,Perrin,Crissdalynn for 8.,session04-part03.m4a.csv
2955,1:31:12,1:31:12,Speaker 1,Okay.,session04-part03.m4a.csv
2956,1:31:16,1:31:17,Delmar,It's just sparring.,session04-part03.m4a.csv
2957,1:31:17,1:31:18,Delmar,He's not going to kill us.,session04-part03.m4a.csv
2958,1:31:18,1:31:19,Delmar,I forget if it's 15.,session04-part03.m4a.csv
2959,1:31:20,1:31:23,DM,We can't even see how big the stat block is.,session04-part03.m4a.csv
2960,1:31:24,1:31:24,Speaker 1,"Well,",session04-part03.m4a.csv
2961,1:31:26,1:31:27,Jean Claude,I can see how much writing there is.,session04-part03.m4a.csv
2962,1:31:28,1:32:07,Perrin,and also it's an rv thing yeah fair enough I'll heal all health but 2d8 3d8 plus spellcasting ability so for my bonus action I've healed crystal and the healing word and for my action action I'm going to walk up and do 8 that's 13 health to Fred oh wow that's huge thank you and then I'm going to slink back merrily banging on the drum as I do slink back behind some more barrels or behind the bulkhead of whatever.,session04-part03.m4a.csv
2963,1:32:08,1:32:09,Perrin,I'm going to find cover again.,session04-part03.m4a.csv
2964,1:32:10,1:32:10,Jean Claude,"Oh,",session04-part03.m4a.csv
2965,1:32:10,1:32:10,Jean Claude,that's action.,session04-part03.m4a.csv
2966,1:32:10,1:32:12,Jean Claude,You did do the 2D8 bus.,session04-part03.m4a.csv
